review_id,customer_name,age,brand,model,price_usd,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,price_usd_log,sentiment_encoded,verified_purchase_encoded,sentiment_enc,verified_enc,brand_enc,model_enc,country_enc,cluster
18,Henry Rodrigues,39,Motorola,Razr 40,678.98,BRL,5.7,3,Neutral,Brazil,Portuguese,2024-03-08,True,2,1,2,1,1,1,AliExpress,6.5220633859729125,1,1,1,1,2,14,1,0
21,Charles Kelly-Morley,46,Apple,iPhone SE,1470.12,GBP,0.78,1,Negative,UK,English,2025-07-16,False,1,1,1,1,1,3,BestBuy,7.293779294432598,0,0,0,0,0,21,6,0
26,Prof. Anne Krause,27,Google,Pixel 8,506.5,EUR,0.93,2,Negative,Germany,German,2024-06-05,False,1,3,3,1,1,3,AliExpress,6.229496710915942,0,0,0,0,1,12,3,0
28,Alexandra Le,25,Xiaomi,Poco X6,236.38,AED,3.67,3,Negative,UAE,English,2025-09-15,True,3,1,1,2,2,4,BestBuy,5.469662232628359,0,1,0,1,6,13,5,0
31,Troy Liu,39,Realme,Realme Narzo 70,298.0,CAD,1.38,1,Negative,Canada,English,2023-12-05,True,1,1,1,1,2,0,AliExpress,5.700443573390687,0,1,0,1,4,16,2,0
32,Pamela Romero,33,Google,Pixel 7a,1084.64,CAD,1.38,1,Negative,Canada,English,2023-04-05,True,2,1,1,1,1,5,Amazon,6.989924953825651,0,1,0,1,1,11,2,0
33,Elizabeth Fowler,25,Realme,Realme Narzo 70,571.75,AUD,1.53,3,Neutral,Australia,English,2025-05-25,True,1,3,1,3,1,0,Amazon,6.350449321333605,1,1,1,1,4,16,0,0
34,Michael Prakash,45,Realme,Realme 12 Pro,543.18,INR,83.0,1,Negative,India,Hindi,2023-06-29,False,1,1,1,1,1,3,Amazon,6.29928007447939,0,0,0,0,4,15,4,0
39,Raimund Reichmann,27,OnePlus,OnePlus Nord 3,917.83,EUR,0.93,1,Negative,Germany,German,2023-05-05,True,1,1,1,1,1,2,BestBuy,6.823101121566186,0,1,0,1,3,9,3,0
40,Vaishnavi Gandhi,38,Samsung,Galaxy S24,1147.47,INR,83.0,2,Positive,India,Hindi,2023-12-07,True,1,2,2,1,2,4,eBay,7.046185900760566,2,1,2,1,5,3,4,0
42,Nicole Vaughn,18,Google,Pixel 8,887.55,CAD,1.38,2,Neutral,Canada,English,2024-02-18,False,2,1,1,1,1,2,AliExpress,6.789590920631495,1,0,1,0,1,12,2,0
46,Amy Jones,28,Apple,iPhone 14,1292.9,CAD,1.38,2,Neutral,Canada,English,2022-12-09,True,2,1,2,1,1,3,BestBuy,7.165416192321907,1,1,1,1,0,19,2,0
49,Sonya Johnston,38,Samsung,Galaxy Note 20,969.89,USD,1.0,2,Neutral,USA,English,2023-11-03,True,3,1,1,1,2,3,BestBuy,6.878213176601149,1,1,1,1,5,2,7,0
51,Ing. Hildegart Langern,34,Google,Pixel 7a,917.99,EUR,0.93,1,Negative,Germany,German,2024-10-16,True,2,2,2,1,1,2,BestBuy,6.823275240903666,0,1,0,1,1,11,3,0
57,Henry Gibson,41,Motorola,Edge 50,633.36,GBP,0.78,1,Negative,UK,English,2025-07-31,True,1,1,1,1,1,3,BestBuy,6.4526166166304,0,1,0,1,2,0,6,0
60,Aaron Myers,32,OnePlus,OnePlus Nord 3,438.98,CAD,1.38,2,Negative,Canada,English,2024-09-27,True,2,3,3,1,1,1,eBay,6.0867292713337635,0,1,0,1,3,9,2,0
61,Michael Cross,22,OnePlus,OnePlus Nord 3,458.08,USD,1.0,3,Neutral,USA,English,2025-03-03,True,2,1,2,1,2,4,eBay,6.1292244868124675,1,1,1,1,3,9,7,0
65,Sarah Moore,18,Google,Pixel 6,923.35,CAD,1.38,2,Negative,Canada,English,2024-12-18,True,1,3,1,2,2,2,BestBuy,6.829090787798455,0,1,0,1,1,10,2,0
70,Hollie Edwards,21,Google,Pixel 7a,822.18,GBP,0.78,3,Neutral,UK,English,2023-10-27,True,2,1,2,2,3,1,AliExpress,6.713174888792242,1,1,1,1,1,11,6,0
72,Paul Jones,40,Apple,iPhone 14,1266.69,CAD,1.38,1,Negative,Canada,English,2024-10-02,True,2,2,1,1,1,2,store,7.144951625611919,0,1,0,1,0,19,2,0
73,Kristine Garcia,30,Samsung,Galaxy Z Flip,1217.97,AED,3.67,1,Negative,UAE,English,2025-02-03,True,1,1,1,1,1,2,Amazon,7.105761518842091,0,1,0,1,5,4,5,0
76,Jeffrey Daniels,18,Realme,Realme Narzo 70,214.6,AED,3.67,2,Neutral,UAE,English,2024-02-03,False,2,2,1,3,1,1,eBay,5.3734248390348425,1,0,1,0,4,16,5,0
78,Valentina Spieß,29,Motorola,Razr 40,752.51,EUR,0.93,3,Neutral,Germany,German,2023-03-31,True,4,2,4,2,1,0,BestBuy,6.624742289378618,1,1,1,1,2,14,3,0
90,Shivansh Krish,36,Samsung,Galaxy S24,707.93,INR,83.0,3,Neutral,India,Hindi,2025-08-23,True,1,2,4,2,3,5,Amazon,6.5637567910514525,1,1,1,1,5,3,4,0
91,Richard Henson,41,Google,Pixel 8,1021.34,CAD,1.38,3,Neutral,Canada,English,2024-07-14,True,3,1,4,1,3,1,AliExpress,6.929849396455203,1,1,1,1,1,12,2,0
94,Isadora da Mata,39,Realme,Realme Narzo 70,440.19,BRL,5.7,3,Positive,Brazil,Portuguese,2023-06-26,True,2,1,5,1,1,7,Flipkart,6.08947562166464,2,1,2,1,4,16,1,0
99,Tracy Ramirez,32,Motorola,Moto G Power,585.18,AED,3.67,1,Neutral,UAE,English,2025-07-14,True,2,1,1,1,1,2,BestBuy,6.37362690964631,1,1,1,1,2,6,5,0
100,Meghan Anthony,35,Motorola,Edge 50,615.46,USD,1.0,1,Negative,USA,English,2024-03-19,True,2,1,1,1,1,1,eBay,6.423993438098797,0,1,0,1,2,0,7,0
103,Hemani Murthy,31,Realme,Realme Narzo 70,596.84,INR,83.0,2,Negative,India,Hindi,2024-08-29,True,4,2,2,1,2,2,eBay,6.393323159622034,0,1,0,1,4,16,4,0
107,Hans-Christian Losekann B.Sc.,44,OnePlus,OnePlus Nord 3,752.73,EUR,0.93,2,Neutral,Germany,German,2025-08-18,True,2,1,1,1,1,4,store,6.625034213692679,1,1,1,1,3,9,3,0
110,Eta Rau,18,Samsung,Galaxy Note 20,724.68,INR,83.0,2,Neutral,India,Hindi,2025-10-09,True,1,1,1,2,2,4,Amazon,6.587109146306688,1,1,1,1,5,2,4,0
112,Stephanie Gilbert,26,OnePlus,OnePlus Nord 3,682.94,AED,3.67,2,Neutral,UAE,English,2024-02-01,True,2,1,1,3,1,1,Amazon,6.527870194476742,1,1,1,1,3,9,5,0
116,Antonella da Paz,29,OnePlus,OnePlus 11R,704.27,BRL,5.7,2,Negative,Brazil,Portuguese,2024-12-30,True,1,2,2,2,1,4,Amazon,6.558580708218041,0,1,0,1,3,7,1,0
117,Lisa Davis,33,Motorola,Edge 50,378.53,CAD,1.38,3,Neutral,Canada,English,2023-10-21,True,4,3,2,1,2,2,Flipkart,5.9389336450946875,1,1,1,1,2,0,2,0
118,Dean Wilson,24,Samsung,Galaxy S24,1133.07,GBP,0.78,2,Neutral,UK,English,2023-08-27,True,1,2,3,1,1,1,AliExpress,7.0335682107776405,1,1,1,1,5,3,6,0
119,Aryan Batra,18,Xiaomi,Mi 13 Pro,638.33,INR,83.0,1,Negative,India,Hindi,2023-11-06,True,1,1,1,2,2,0,eBay,6.4604207529973445,0,1,0,1,6,5,4,0
122,Jeannine Kuhl-Henk,26,Google,Pixel 6,752.75,EUR,0.93,1,Neutral,Germany,German,2023-06-08,True,1,2,1,2,1,1,BestBuy,6.625060748041395,1,1,1,1,1,10,3,0
131,Micheal Young,28,Google,Pixel 7a,880.75,AED,3.67,3,Neutral,UAE,English,2024-03-26,True,1,3,3,3,3,3,AliExpress,6.781908569116162,1,1,1,1,1,11,5,0
134,Joshua Perry,20,Samsung,Galaxy S24,894.21,AED,3.67,1,Negative,UAE,English,2023-09-08,True,1,1,1,1,1,1,BestBuy,6.797058327623438,0,1,0,1,5,3,5,0
135,Dipl.-Ing. Theda Winkler,45,Google,Pixel 6,770.21,EUR,0.93,3,Neutral,Germany,German,2025-04-16,False,3,2,3,2,2,3,Flipkart,6.647960710017247,1,0,1,0,1,10,3,0
136,Mark Baxter-Miller,35,Xiaomi,Poco X6,287.44,GBP,0.78,2,Negative,UK,English,2024-06-03,False,1,2,1,2,3,1,AliExpress,5.664487092048558,0,0,0,0,6,13,6,0
138,Prof. Nelli Wähner,28,OnePlus,OnePlus 12,597.26,EUR,0.93,1,Negative,Germany,German,2025-02-16,False,1,1,1,1,1,3,eBay,6.394025442068757,0,0,0,0,3,8,3,0
139,Stephanie Freeman,24,Google,Pixel 7a,1077.69,AUD,1.53,3,Neutral,Australia,English,2023-12-19,True,3,2,3,2,2,1,eBay,6.983502620920317,1,1,1,1,1,11,0,0
142,Vincent Payne,46,Xiaomi,Redmi Note 13,503.54,GBP,0.78,3,Neutral,UK,English,2024-06-25,True,3,3,1,2,2,4,Amazon,6.223647123072862,1,1,1,1,6,17,6,0
149,Rachael Pearson,19,OnePlus,OnePlus Nord 3,629.46,AUD,1.53,2,Neutral,Australia,English,2022-12-09,True,1,3,2,2,1,2,eBay,6.446449711679538,1,1,1,1,3,9,0,0
150,Caroline Bryant,19,Google,Pixel 6,923.35,GBP,0.78,2,Neutral,UK,English,2025-06-13,True,1,1,1,1,2,1,eBay,6.829090787798455,1,1,1,1,1,10,6,0
151,Cameron Caldwell,27,Google,Pixel 6,887.49,CAD,1.38,2,Neutral,Canada,English,2025-03-16,True,1,1,2,3,1,3,eBay,6.7895233926073395,1,1,1,1,1,10,2,0
154,Leonardo Caldeira,27,OnePlus,OnePlus 11R,702.11,BRL,5.7,3,Neutral,Brazil,Portuguese,2025-04-07,False,4,1,2,1,2,3,Flipkart,6.555513351831893,1,0,1,0,3,7,1,0
156,Veronika Trubin-Gumprich,32,OnePlus,OnePlus 11R,976.62,EUR,0.93,3,Neutral,Germany,German,2023-02-17,True,2,1,1,1,1,2,AliExpress,6.885121046473203,1,1,1,1,3,7,3,0
157,Harsh Mitra,29,Motorola,Razr 40,477.61,INR,83.0,2,Negative,India,Hindi,2025-09-18,False,1,3,1,1,1,3,BestBuy,6.170886069530959,0,0,0,0,2,14,4,0
159,Priya Prabhakar,26,Realme,Realme 12 Pro,443.17,INR,83.0,1,Negative,India,Hindi,2023-02-06,True,2,1,1,1,1,2,BestBuy,6.096207372034161,0,1,0,1,4,15,4,0
167,Jamie Johnson,30,Realme,Realme Narzo 70,331.22,USD,1.0,1,Negative,USA,English,2024-03-09,False,1,1,1,1,2,2,BestBuy,5.805797400062931,0,0,0,0,4,16,7,0
168,Daniel Salinas,36,Xiaomi,Redmi Note 13,436.14,USD,1.0,1,Negative,USA,English,2024-04-02,True,1,1,1,1,1,3,BestBuy,6.080253509922041,0,1,0,1,6,17,7,0
172,Alan Phillips,18,Samsung,Galaxy S24,693.31,AED,3.67,3,Neutral,UAE,English,2024-07-11,True,3,3,1,3,3,2,AliExpress,6.542918546651329,1,1,1,1,5,3,5,0
177,Rehaan Kalita,30,Google,Pixel 7a,975.56,INR,83.0,2,Negative,India,Hindi,2024-11-12,True,1,2,3,1,2,1,eBay,6.8840361923615445,0,1,0,1,1,11,4,0
178,Kevin Wolf,26,Google,Pixel 8,839.05,USD,1.0,1,Neutral,USA,English,2025-05-06,True,1,1,1,1,1,1,AliExpress,6.733461413875411,1,1,1,1,1,12,7,0
182,Frances Taylor,18,OnePlus,OnePlus 11R,484.6,GBP,0.78,1,Positive,UK,English,2024-11-22,True,1,1,1,2,1,6,AliExpress,6.185385239745289,2,1,2,1,3,7,6,0
184,Cody Williams,24,Xiaomi,Redmi Note 13,385.47,USD,1.0,2,Negative,USA,English,2024-11-02,True,3,3,2,2,1,1,Flipkart,5.957054245351267,0,1,0,1,6,17,7,0
189,Melina da Rosa,34,OnePlus,OnePlus 11R,788.11,BRL,5.7,3,Positive,Brazil,Portuguese,2025-04-23,True,1,1,1,4,2,3,BestBuy,6.670905728111753,2,1,2,1,3,7,1,0
193,Juan Moore,18,Realme,Realme Narzo 70,186.35,AUD,1.53,2,Negative,Australia,English,2024-07-17,True,2,3,1,1,3,1,Flipkart,5.232978525239696,0,1,0,1,4,16,0,0
194,Olivia da Rocha,35,Google,Pixel 6,592.9,BRL,5.7,2,Negative,Brazil,Portuguese,2022-12-11,True,2,2,1,3,3,1,Amazon,6.386710955021814,0,1,0,1,1,10,1,0
198,Bruna Nogueira,40,Google,Pixel 7a,722.67,BRL,5.7,2,Negative,Brazil,Portuguese,2023-10-06,True,4,1,1,2,2,3,Amazon,6.5843354873718445,0,1,0,1,1,11,1,0
200,Enzo Vieira,18,Apple,iPhone 13,1311.55,BRL,5.7,2,Positive,Brazil,Portuguese,2024-02-11,True,2,1,1,2,2,4,BestBuy,7.179727088978269,2,1,2,1,0,18,1,0
201,Imke Ebert,35,Samsung,Galaxy A55,649.96,EUR,0.93,2,Positive,Germany,German,2024-10-19,True,3,1,1,3,1,6,eBay,6.478448196388402,2,1,2,1,5,1,3,0
203,Jessica George,27,Google,Pixel 6,607.55,AUD,1.53,2,Neutral,Australia,English,2024-08-23,False,2,2,1,2,1,0,Amazon,6.411079078320566,1,0,1,0,1,10,0,0
207,Stella Rezende,29,Xiaomi,Poco X6,627.49,BRL,5.7,1,Negative,Brazil,Portuguese,2024-09-07,True,2,1,1,1,1,1,BestBuy,6.443320117004757,0,1,0,1,6,13,1,0
208,Catherine Richards,42,Realme,Realme Narzo 70,452.29,CAD,1.38,2,Positive,Canada,English,2025-07-04,True,1,1,2,1,1,3,Amazon,6.116532097257847,2,1,2,1,4,16,2,0
209,Tracy Harrison,18,Google,Pixel 6,933.64,CAD,1.38,3,Neutral,Canada,English,2024-07-17,True,2,2,3,3,2,5,Flipkart,6.8401614284088925,1,1,1,1,1,10,2,0
211,Michael Roberts,39,Motorola,Razr 40,293.89,USD,1.0,3,Positive,USA,English,2024-07-05,True,2,1,2,2,3,3,AliExpress,5.686602405446348,2,1,2,1,2,14,7,0
212,Krista Gibson,41,Motorola,Razr 40,429.68,AED,3.67,1,Negative,UAE,English,2024-02-22,False,1,1,1,1,1,2,BestBuy,6.065365354947517,0,0,0,0,2,14,5,0
213,Brian Barton,18,Samsung,Galaxy Z Flip,590.93,USD,1.0,3,Neutral,USA,English,2024-12-29,True,3,1,3,3,2,0,BestBuy,6.3833883846494786,1,1,1,1,5,4,7,0
218,Kari Johnson,40,Apple,iPhone 15 Pro,1100.29,USD,1.0,2,Neutral,USA,English,2025-06-26,True,3,1,1,3,3,1,Flipkart,7.004237498951702,1,1,1,1,0,20,7,0
219,Cynthia Moore,33,Apple,iPhone 13,1064.14,AED,3.67,2,Neutral,UAE,English,2025-02-23,True,3,2,2,2,2,2,Flipkart,6.970861524903083,1,1,1,1,0,18,5,0
221,Ryan Wilson,30,Apple,iPhone SE,1342.11,USD,1.0,2,Negative,USA,English,2023-04-22,True,3,1,1,1,2,1,eBay,7.202743099349303,0,1,0,1,0,21,7,0
224,Adrian Murphy,29,Realme,Realme Narzo 70,240.51,GBP,0.78,2,Neutral,UK,English,2023-06-03,True,1,1,1,2,1,0,eBay,5.48691088010284,1,1,1,1,4,16,6,0
227,Yashica Loke,38,Motorola,Edge 50,586.85,INR,83.0,2,Positive,India,Hindi,2022-10-25,True,1,2,1,2,1,6,Flipkart,6.37647181331375,2,1,2,1,2,0,4,0
228,Leanne Smart-Jackson,22,Samsung,Galaxy A55,774.55,GBP,0.78,2,Neutral,UK,English,2025-08-12,True,1,3,2,1,2,2,Flipkart,6.653572455070759,1,1,1,1,5,1,6,0
233,Univ.Prof. Traude Kranz MBA.,28,Realme,Realme 12 Pro,417.63,EUR,0.93,1,Negative,Germany,German,2025-08-18,True,2,1,1,1,1,2,AliExpress,6.036987474906881,0,1,0,1,4,15,3,0
234,Marissa Hernandez,21,Samsung,Galaxy Z Flip,717.55,USD,1.0,2,Negative,USA,English,2022-12-18,False,2,2,3,1,1,1,Amazon,6.577235292520256,0,0,0,0,5,4,7,0
235,Theodoro Pastor,28,Xiaomi,Redmi Note 13,371.69,BRL,5.7,2,Negative,Brazil,Portuguese,2024-03-20,True,2,1,2,1,1,6,Amazon,5.920746974893695,0,1,0,1,6,17,1,0
236,Ria Chaudhry,36,OnePlus,OnePlus 12,386.14,INR,83.0,3,Neutral,India,Hindi,2025-01-16,False,1,1,1,2,3,3,BestBuy,5.958786384717399,1,0,1,0,3,8,4,0
238,Tracy Jones,18,Realme,Realme 12 Pro,455.95,AED,3.67,1,Negative,UAE,English,2023-12-07,False,1,1,1,1,3,0,Amazon,6.124573975718211,0,0,0,0,4,15,5,0
242,Linus Bohnbach,34,Samsung,Galaxy A55,875.6,EUR,0.93,2,Positive,Germany,German,2023-10-21,True,1,2,2,1,2,5,Flipkart,6.776050787984709,2,1,2,1,5,1,3,0
243,Glenn Wall,26,Google,Pixel 7a,712.8,GBP,0.78,3,Neutral,UK,English,2023-10-10,False,3,4,1,2,2,3,Amazon,6.57060281105606,1,0,1,0,1,11,6,0
247,Eleanor Patel-Lane,33,Motorola,Razr 40,562.12,GBP,0.78,2,Neutral,UK,English,2025-01-24,True,1,2,2,1,1,1,Flipkart,6.333492749299876,1,1,1,1,2,14,6,0
248,Michael White,28,Motorola,Edge 50,654.37,USD,1.0,1,Negative,USA,English,2023-07-20,True,1,2,2,1,1,0,Amazon,6.485199961643682,0,1,0,1,2,0,7,0
249,Lavanya Khosla,24,Motorola,Edge 50,700.97,INR,83.0,1,Negative,India,Hindi,2024-12-03,True,1,1,1,1,1,1,AliExpress,6.553890668069908,0,1,0,1,2,0,4,0
251,David Smith,36,Motorola,Razr 40,455.67,AUD,1.53,1,Negative,Australia,English,2024-10-13,True,1,1,1,1,1,0,eBay,6.123961029397495,0,1,0,1,2,14,0,0
252,Megan Moore,19,Xiaomi,Poco X6,446.27,AED,3.67,3,Positive,UAE,English,2024-09-07,False,1,1,3,4,3,3,eBay,6.103162439108417,2,0,2,0,6,13,5,0
254,Malcolm Murphy-Atkins,39,Apple,iPhone 15 Pro,1237.91,GBP,0.78,2,Negative,UK,English,2024-06-10,True,2,1,1,1,3,2,Amazon,7.1219872397656045,0,1,0,1,0,20,6,0
261,Breanna Davis,32,Google,Pixel 8,998.91,AUD,1.53,1,Negative,Australia,English,2025-06-22,True,2,1,1,1,1,0,Flipkart,6.907665274931894,0,1,0,1,1,12,0,0
264,Dr Angela Thorpe,40,Samsung,Galaxy S24,978.49,GBP,0.78,1,Neutral,UK,English,2025-02-05,True,1,1,2,1,2,1,eBay,6.887032028042026,1,1,1,1,5,3,6,0
267,Elizabeth Harrell,27,Motorola,Edge 50,621.04,CAD,1.38,3,Neutral,Canada,English,2023-04-18,True,1,4,2,4,2,2,AliExpress,6.433004399353137,1,1,1,1,2,0,2,0
274,Lorenzo Rörricht,18,OnePlus,OnePlus 12,883.32,EUR,0.93,1,Negative,Germany,German,2024-03-14,True,2,1,2,1,2,4,Flipkart,6.784818988084953,0,1,0,1,3,8,3,0
277,Logan Bath,40,Xiaomi,Poco X6,486.93,INR,83.0,3,Neutral,India,Hindi,2022-12-18,True,3,1,2,3,2,1,BestBuy,6.190171952941319,1,1,1,1,6,13,4,0
280,Michael Paul,30,Samsung,Galaxy Note 20,749.94,AUD,1.53,2,Neutral,Australia,English,2025-02-07,True,2,1,1,2,1,2,BestBuy,6.621325755097115,1,1,1,1,5,2,0,0
286,James Lopez,18,Xiaomi,Redmi Note 13,353.21,CAD,1.38,3,Neutral,Canada,English,2023-04-29,True,4,2,3,1,3,1,BestBuy,5.869889957587128,1,1,1,1,6,17,2,0
289,Cameron Cunningham,27,Google,Pixel 6,969.13,CAD,1.38,2,Neutral,Canada,English,2023-02-05,True,3,2,1,2,1,3,eBay,6.877430083136025,1,1,1,1,1,10,2,0
294,Richard Young,20,Samsung,Galaxy Note 20,1238.85,AUD,1.53,3,Neutral,Australia,English,2024-03-07,False,4,3,3,2,2,1,BestBuy,7.12274568353996,1,0,1,0,5,2,0,0
295,Derek Martinez,37,Google,Pixel 7a,1076.85,AED,3.67,1,Neutral,UAE,English,2024-08-05,True,1,1,1,1,1,2,Amazon,6.982723595219443,1,1,1,1,1,11,5,0
298,Ana Clara Siqueira,22,Xiaomi,Redmi Note 13,657.5,BRL,5.7,1,Negative,Brazil,Portuguese,2025-08-10,True,1,1,1,1,1,2,Amazon,6.489964521183336,0,1,0,1,6,17,1,0
299,Judith Maynard,25,Samsung,Galaxy S24,1021.33,AED,3.67,2,Neutral,UAE,English,2023-01-24,True,1,3,3,1,3,1,Flipkart,6.929839614925665,1,1,1,1,5,3,5,0
302,Marcus Richards,19,Xiaomi,Poco X6,676.7,AUD,1.53,3,Positive,Australia,English,2024-03-10,True,1,2,2,2,3,2,BestBuy,6.518704712142068,2,1,2,1,6,13,0,0
306,Jesse Perry,32,Xiaomi,Mi 13 Pro,669.03,AUD,1.53,2,Negative,Australia,English,2023-03-18,True,2,1,1,1,3,1,Amazon,6.507322487501995,0,1,0,1,6,5,0,0
310,Brent Rodgers,19,Apple,iPhone 15 Pro,832.98,AUD,1.53,2,Negative,Australia,English,2023-05-12,True,1,1,3,2,2,0,Flipkart,6.726209421255855,0,1,0,1,0,20,0,0
312,Jason Roy,43,OnePlus,OnePlus Nord 3,866.06,INR,83.0,1,Negative,India,Hindi,2024-04-23,True,1,1,1,1,1,2,Amazon,6.765108178538294,0,1,0,1,3,9,4,0
316,Justin Wilson,51,Motorola,Razr 40,299.3,AED,3.67,2,Neutral,UAE,English,2023-12-28,False,2,1,1,1,1,4,BestBuy,5.7047819749892845,1,0,1,0,2,14,5,0
317,Dipl.-Ing. Sigismund Rörricht B.Sc.,31,Samsung,Galaxy Z Flip,1119.25,EUR,0.93,1,Negative,Germany,German,2025-05-25,True,1,1,3,2,1,5,BestBuy,7.021307153666252,0,1,0,1,5,4,3,0
319,Leonardo Fernandes,25,OnePlus,OnePlus 12,633.56,BRL,5.7,1,Neutral,Brazil,Portuguese,2024-04-19,False,1,1,1,1,1,1,eBay,6.452931845331431,1,0,1,0,3,8,1,0
320,Pratyush Dhar,21,OnePlus,OnePlus 12,709.33,INR,83.0,2,Neutral,India,Hindi,2025-03-19,True,1,2,2,1,2,2,BestBuy,6.56572965078693,1,1,1,1,3,8,4,0
321,Ekaraj Dhar,23,OnePlus,OnePlus Nord 3,419.0,INR,83.0,1,Negative,India,Hindi,2025-07-01,True,2,1,1,1,2,1,Amazon,6.040254711277414,0,1,0,1,3,9,4,0
324,Mr Richard Bryan,43,Samsung,Galaxy Z Flip,416.03,GBP,0.78,2,Negative,UK,English,2025-06-07,True,1,2,1,2,2,0,AliExpress,6.033158161657111,0,1,0,1,5,4,6,0
325,Brad Ramos,27,Xiaomi,Poco X6,490.86,CAD,1.38,3,Neutral,Canada,English,2024-08-10,True,3,3,2,3,2,4,Amazon,6.198194123153937,1,1,1,1,6,13,2,0
326,Mr. Donald Fischer,35,Google,Pixel 7a,953.87,AUD,1.53,3,Positive,Australia,English,2023-04-16,True,1,2,2,1,2,3,AliExpress,6.861575205560342,2,1,2,1,1,11,0,0
331,Luan Campos,26,Apple,iPhone 14,1253.38,BRL,5.7,2,Neutral,Brazil,Portuguese,2022-11-03,True,1,2,2,2,2,4,store,7.134396705591487,1,1,1,1,0,19,1,0
335,Andrea Taylor,18,Xiaomi,Poco X6,210.92,GBP,0.78,2,Neutral,UK,English,2022-12-26,True,1,3,1,2,1,3,BestBuy,5.356208844963814,1,1,1,1,6,13,6,0
336,Allana Marques,30,Xiaomi,Poco X6,507.53,BRL,5.7,1,Negative,Brazil,Portuguese,2023-02-19,False,4,2,3,2,4,1,Flipkart,6.231524210798504,0,0,0,0,6,13,1,0
337,Dr Gerard Mahmood,31,Xiaomi,Mi 13 Pro,699.4,GBP,0.78,3,Positive,UK,English,2024-07-11,False,2,1,1,3,2,6,Amazon,6.551651600411697,2,0,2,0,6,5,6,0
338,Bimala Contractor,30,Apple,iPhone 15 Pro,1348.55,INR,83.0,1,Negative,India,Hindi,2024-07-12,True,1,2,1,1,1,2,AliExpress,7.207526482531238,0,1,0,1,0,20,4,0
348,Peter Jones,27,Xiaomi,Mi 13 Pro,575.9,USD,1.0,3,Neutral,USA,English,2025-06-23,False,1,1,1,1,1,2,Amazon,6.357668941262844,1,0,1,0,6,5,7,0
349,Ucchal Sen,24,OnePlus,OnePlus Nord 3,501.36,INR,83.0,3,Positive,India,Hindi,2025-09-14,False,1,3,2,1,3,4,AliExpress,6.219316994149926,2,0,2,0,3,9,4,0
350,Kristy Reid,48,Realme,Realme 12 Pro,450.44,AED,3.67,2,Negative,UAE,English,2025-06-18,True,2,3,1,2,1,0,Amazon,6.1124424736608844,0,1,0,1,4,15,5,0
354,Anthony Decker,23,Motorola,Moto G Power,695.83,CAD,1.38,2,Neutral,Canada,English,2023-02-18,True,1,1,1,2,2,2,store,6.546541478572462,1,1,1,1,2,6,2,0
355,Jordan Richards,26,Motorola,Edge 50,783.54,GBP,0.78,2,Positive,UK,English,2024-12-17,True,3,3,1,2,1,5,AliExpress,6.665097558763625,2,1,2,1,2,0,6,0
